"year_name","NAME","STATE","FIPS","Storm.Name","Storm.Category","time","date","radius","radii_desc","landfall_date","landfall_time"
"25532","2012_SANDY","miami-dade","florida",12086,"SANDY","HURRICANE",300,20121025,523.6,"avg34",20121029,2100
"25533","2012_SANDY","monroe","florida",12087,"SANDY","HURRICANE",300,20121025,523.6,"avg34",20121029,2100
"25534","2012_SANDY","broward","florida",12011,"SANDY","HURRICANE",900,20121025,523.6,"avg34",20121029,2100
"25535","2012_SANDY","collier","florida",12021,"SANDY","HURRICANE",900,20121025,523.6,"avg34",20121029,2100
"25536","2012_SANDY","hendry","florida",12051,"SANDY","HURRICANE",900,20121025,523.6,"avg34",20121029,2100
"25537","2012_SANDY","martin","florida",12085,"SANDY","HURRICANE",900,20121025,523.6,"avg34",20121029,2100
"25538","2012_SANDY","miami-dade","florida",12086,"SANDY","HURRICANE",900,20121025,523.6,"avg34",20121029,2100
"25539","2012_SANDY","monroe","florida",12087,"SANDY","HURRICANE",900,20121025,523.6,"avg34",20121029,2100
"25540","2012_SANDY","palm beach","florida",12099,"SANDY","HURRICANE",900,20121025,523.6,"avg34",20121029,2100
"25541","2012_SANDY","brevard","florida",12009,"SANDY","HURRICANE",1500,20121025,523.6,"avg34",20121029,2100
"25542","2012_SANDY","broward","florida",12011,"SANDY","HURRICANE",1500,20121025,523.6,"avg34",20121029,2100
"25543","2012_SANDY","charlotte","florida",12015,"SANDY","HURRICANE",1500,20121025,523.6,"avg34",20121029,2100
"25544","2012_SANDY","collier","florida",12021,"SANDY","HURRICANE",1500,20121025,523.6,"avg34",20121029,2100
"25545","2012_SANDY","desoto","florida",12027,"SANDY","HURRICANE",1500,20121025,523.6,"avg34",20121029,2100
"25546","2012_SANDY","glades","florida",12043,"SANDY","HURRICANE",1500,20121025,523.6,"avg34",20121029,2100
"25547","2012_SANDY","hendry","florida",12051,"SANDY","HURRICANE",1500,20121025,523.6,"avg34",20121029,2100
"25548","2012_SANDY","highlands","florida",12055,"SANDY","HURRICANE",1500,20121025,523.6,"avg34",20121029,2100
"25549","2012_SANDY","indian river","florida",12061,"SANDY","HURRICANE",1500,20121025,523.6,"avg34",20121029,2100
"25550","2012_SANDY","lee","florida",12071,"SANDY","HURRICANE",1500,20121025,523.6,"avg34",20121029,2100
"25551","2012_SANDY","martin","florida",12085,"SANDY","HURRICANE",1500,20121025,523.6,"avg34",20121029,2100
