"year_name","NAME","STATE","FIPS","Storm.Name","Storm.Category","time","date","radius","radii_desc","landfall_date","landfall_time"
"35755","2012_SANDY","martin","florida",12085,"SANDY","HURRICANE",2100,20121026,207.14,"max64",20121029,2100
"35756","2012_SANDY","st. lucie","florida",12111,"SANDY","HURRICANE",2100,20121026,207.14,"max64",20121029,2100
"35757","2012_SANDY","martin","florida",12085,"SANDY","HURRICANE",300,20121027,207.14,"max64",20121029,2100
"35758","2012_SANDY","st. lucie","florida",12111,"SANDY","HURRICANE",300,20121027,207.14,"max64",20121029,2100
"35759","2012_SANDY","fairfield","connecticut",9001,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35760","2012_SANDY","new haven","connecticut",9009,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35761","2012_SANDY","kent","delaware",10001,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35762","2012_SANDY","new castle","delaware",10003,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35763","2012_SANDY","sussex","delaware",10005,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35764","2012_SANDY","district of columbia","district of columbia",11001,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35765","2012_SANDY","anne arundel","maryland",24003,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35766","2012_SANDY","baltimore","maryland",24005,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35767","2012_SANDY","calvert","maryland",24009,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35768","2012_SANDY","caroline","maryland",24011,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35769","2012_SANDY","carroll","maryland",24013,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35770","2012_SANDY","cecil","maryland",24015,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35771","2012_SANDY","charles","maryland",24017,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35772","2012_SANDY","dorchester","maryland",24019,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35773","2012_SANDY","frederick","maryland",24021,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35774","2012_SANDY","harford","maryland",24025,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35775","2012_SANDY","howard","maryland",24027,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35776","2012_SANDY","kent","maryland",24029,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35777","2012_SANDY","montgomery","maryland",24031,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35778","2012_SANDY","prince george's","maryland",24033,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35779","2012_SANDY","queen anne's","maryland",24035,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35780","2012_SANDY","st. mary's","maryland",24037,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35781","2012_SANDY","somerset","maryland",24039,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35782","2012_SANDY","talbot","maryland",24041,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35783","2012_SANDY","washington","maryland",24043,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35784","2012_SANDY","wicomico","maryland",24045,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35785","2012_SANDY","worcester","maryland",24047,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35786","2012_SANDY","baltimore","maryland",24510,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35787","2012_SANDY","atlantic","new jersey",34001,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35788","2012_SANDY","bergen","new jersey",34003,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35789","2012_SANDY","burlington","new jersey",34005,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35790","2012_SANDY","camden","new jersey",34007,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35791","2012_SANDY","cape may","new jersey",34009,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35792","2012_SANDY","cumberland","new jersey",34011,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35793","2012_SANDY","essex","new jersey",34013,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35794","2012_SANDY","gloucester","new jersey",34015,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35795","2012_SANDY","hudson","new jersey",34017,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35796","2012_SANDY","hunterdon","new jersey",34019,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35797","2012_SANDY","mercer","new jersey",34021,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35798","2012_SANDY","middlesex","new jersey",34023,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35799","2012_SANDY","monmouth","new jersey",34025,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35800","2012_SANDY","morris","new jersey",34027,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35801","2012_SANDY","ocean","new jersey",34029,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35802","2012_SANDY","passaic","new jersey",34031,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35803","2012_SANDY","salem","new jersey",34033,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35804","2012_SANDY","somerset","new jersey",34035,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35805","2012_SANDY","sussex","new jersey",34037,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35806","2012_SANDY","union","new jersey",34039,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35807","2012_SANDY","warren","new jersey",34041,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35808","2012_SANDY","bronx","new york",36005,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35809","2012_SANDY","kings","new york",36047,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35810","2012_SANDY","nassau","new york",36059,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35811","2012_SANDY","new york","new york",36061,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
"35812","2012_SANDY","orange","new york",36071,"SANDY","HURRICANE",2100,20121029,207.14,"max64",20121029,2100
